2021-09-23 00:22:23 strips_hgn.utils.logging_setup INFO     Writing logs to /home/mat/Doctorado/planning_learned_heuristic/shen_fd_strips_hgn/STRIPS-HGN/results/train-strips-hgn-2021-09-23T00:22:23.210530/strips_hgn.log
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-3-9804-4
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-3-9804-4
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    19 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    24 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks3/task05.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    3 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-3-9804-5
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-3-9804-5
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    19 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    24 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks3/task06.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    3 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-3-9804-6
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-3-9804-6
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    19 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    24 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks3/task07.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    3 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-3-9804-7
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-3-9804-7
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    19 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    24 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks3/task08.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    3 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-3-9804-8
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-3-9804-8
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    19 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    24 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks3/task09.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    3 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-3-9804-9
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-3-9804-9
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    19 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    24 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks3/task10.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    3 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-3-9804-10
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-3-9804-10
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    19 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    24 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks4/task01.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-4-5774-1
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-4-5774-1
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    29 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    40 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks4/task02.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-4-5774-2
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-4-5774-2
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    29 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    40 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks4/task03.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-4-5774-3
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-4-5774-3
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    29 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    40 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks4/task04.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-4-5774-4
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-4-5774-4
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    29 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    40 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks4/task05.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-4-5774-5
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-4-5774-5
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    29 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    40 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks4/task06.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-4-5774-6
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-4-5774-6
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    29 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    40 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks4/task07.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-4-5774-7
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-4-5774-7
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    29 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    40 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks4/task08.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-4-5774-8
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-4-5774-8
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    29 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    40 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks4/task09.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-4-5774-9
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-4-5774-9
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    29 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    40 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks4/task10.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-4-5774-10
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-4-5774-10
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    29 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    40 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks5/task01.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-5-168-1
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-5-168-1
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    41 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    60 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks5/task02.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-5-168-2
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-5-168-2
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    41 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    60 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks5/task03.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-5-168-3
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-5-168-3
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    41 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    60 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks5/task04.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-5-168-4
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-5-168-4
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    41 Variables created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    60 Operators created
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Domain ../benchmarks/blocks-slaney/domain.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Parsing Problem ../benchmarks/blocks-slaney/blocks5/task05.pddl
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Predicates parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    4 Actions parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    5 Objects parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    0 Constants parsed
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding start: bw-5-168-5
2021-09-23 00:22:23 pyperplan.grounding INFO     Relevance analysis removed 0 facts
2021-09-23 00:22:23 strips_hgn.planning.pyperplan_api DEBUG    Grounding end: bw-5-168-5
